Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,parFalse_maskNone clu. VIG,parFalse_maskNone clu. LIG,parFalse_maskNone mod. VIG,parFalse_maskNone mod. LIG,parFalse_maskNone mod. VCG,parFalse_maskNone mod. LCG,parFalse_maskNone parity,parFalse_maskclause clu. VIG,parFalse_maskclause clu. LIG,parFalse_maskclause mod. VIG,parFalse_maskclause mod. LIG,parFalse_maskclause mod. VCG,parFalse_maskclause mod. LCG,parFalse_maskclause parity,parFalse_maskvar clu. VIG,parFalse_maskvar clu. LIG,parFalse_maskvar mod. VIG,parFalse_maskvar mod. LIG,parFalse_maskvar mod. VCG,parFalse_maskvar mod. LCG,parFalse_maskvar parity,"parFalse_mask['clause', 'var'] clu. VIG","parFalse_mask['clause', 'var'] clu. LIG","parFalse_mask['clause', 'var'] mod. VIG","parFalse_mask['clause', 'var'] mod. LIG","parFalse_mask['clause', 'var'] mod. VCG","parFalse_mask['clause', 'var'] mod. LCG","parFalse_mask['clause', 'var'] parity",parTrue_maskNone clu. VIG,parTrue_maskNone clu. LIG,parTrue_maskNone mod. VIG,parTrue_maskNone mod. LIG,parTrue_maskNone mod. VCG,parTrue_maskNone mod. LCG,parTrue_maskNone parity,parTrue_maskclause clu. VIG,parTrue_maskclause clu. LIG,parTrue_maskclause mod. VIG,parTrue_maskclause mod. LIG,parTrue_maskclause mod. VCG,parTrue_maskclause mod. LCG,parTrue_maskclause parity,parTrue_maskvar clu. VIG,parTrue_maskvar clu. LIG,parTrue_maskvar mod. VIG,parTrue_maskvar mod. LIG,parTrue_maskvar mod. VCG,parTrue_maskvar mod. LCG,parTrue_maskvar parity,"parTrue_mask['clause', 'var'] clu. VIG","parTrue_mask['clause', 'var'] clu. LIG","parTrue_mask['clause', 'var'] mod. VIG","parTrue_mask['clause', 'var'] mod. LIG","parTrue_mask['clause', 'var'] mod. VCG","parTrue_mask['clause', 'var'] mod. LCG","parTrue_mask['clause', 'var'] parity"
unsat_3color_90_480_45774.cnf,0.19223091723091715,0.596115458615459,0.4666666666666667,0.6009259259259259,0.6227997143148659,0.5828344046525865,"(90, 900)","(0.11171818, 0.018097635)","(0.05585909, 0.009048818)","(0.86948127, 0.019675726)","(0.8697063, 0.019005833)","(0.9398817, 0.007807589)","(0.94004595, 0.007671089)","(517.0, 0.0)","(0.10578619, 0.056067657)","(0.053746033, 0.030430315)","(0.83366805, 0.12694372)","(0.8359968, 0.12066352)","(0.91521597, 0.07768922)","(0.914598, 0.07809428)","(576.2, 0.8)","(0.090564385, 0.022219975)","(0.045282193, 0.011109987)","(0.8225113, 0.11871391)","(0.82306194, 0.1183793)","(0.9179136, 0.062320188)","(0.91768324, 0.06355658)","(514.4, 0.0)","(0.11187176, 0.06521756)","(0.07200381, 0.0826019)","(0.7921306, 0.21365352)","(0.8063019, 0.17124228)","(0.8923777, 0.1353114)","(0.8929865, 0.13246113)","(547.3, 21.9)","(0.09973735, 0.023302153)","(0.055472184, 0.012683561)","(0.86578846, 0.020833667)","(0.9059493, 0.021979738)","(0.941213, 0.010793311)","(0.7872361, 0.01360234)","(81.9, 496.2)","(0.113181554, 0.0794516)","(0.071931906, 0.0657894)","(0.8325089, 0.14917082)","(0.8720214, 0.1360759)","(0.9163572, 0.0955615)","(0.76450795, 0.09037424)","(82.7, 532.1)","(0.101687334, 0.021906178)","(0.060865045, 0.02026117)","(0.8413103, 0.11756702)","(0.88709795, 0.09329721)","(0.92882824, 0.053594485)","(0.78415334, 0.01598693)","(82.8, 478.3)","(0.1164603, 0.0679562)","(0.087936975, 0.10583433)","(0.7960373, 0.21411319)","(0.8413827, 0.20525686)","(0.8956482, 0.14002225)","(0.75867325, 0.09362977)","(84.2, 531.7)"
sat_tiling_10_44_54677.cnf,0.7852380952380953,0.7852380952380952,0.14496527777777773,0.5,0.46215118700541447,0.5174153645833333,"(30, 68)","(0.0, 0.0)","(0.0, 0.0)","(0.49722224, 0.203893)","(0.49722224, 0.203893)","(0.9858732, 0.00127201)","(0.9858732, 0.00127201)","(83.1, 0.0)","(0.041119047, 0.13002984)","(0.020559523, 0.06501492)","(0.46972838, 0.27464157)","(0.46972838, 0.27464157)","(0.9810027, 0.017425567)","(0.9810027, 0.017425567)","(84.3, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.21111111, 0.2781479)","(0.21111111, 0.2781479)","(0.97117126, 0.04844932)","(0.97117126, 0.04844932)","(74.2, 0.0)","(0.09216382, 0.2660199)","(0.05490334, 0.16086757)","(0.30979842, 0.32294232)","(0.3227728, 0.3132701)","(0.9304949, 0.1770118)","(0.92845786, 0.18345362)","(79.2, 5.2)","(0.0, 0.0)","(0.0, 0.0)","(0.21666667, 0.2838231)","(0.21666667, 0.2838231)","(0.9855917, 0.0010067377)","(0.94390374, 0.0044030943)","(28.1, 59.3)","(0.0648062, 0.2049352)","(0.03523256, 0.11141513)","(0.30998874, 0.35030386)","(0.31080657, 0.3519263)","(0.982827, 0.010296837)","(0.9331732, 0.025643779)","(28.7, 61.1)","(0.0, 0.0)","(0.0, 0.0)","(0.40533334, 0.29142138)","(0.40533334, 0.29142138)","(0.9767786, 0.02702166)","(0.9306877, 0.013624198)","(27.1, 54.9)","(0.0916746, 0.28990054)","(0.06723576, 0.21261814)","(0.16666667, 0.27216554)","(0.1828318, 0.26589492)","(0.9228655, 0.20055038)","(0.8807887, 0.17633475)","(29.1, 60.5)"
sat_subsetcard_32_512_18847.cnf,0.5333333333333333,0.5333333333333339,0.44999999999999996,0.5750000000000001,0.697367660226584,0.8172670267798257,"(1216, 1216)","(0.14550969, 0.0063030673)","(0.07276775, 0.0031559768)","(0.36832756, 0.008535017)","(0.36963576, 0.006023268)","(0.66191924, 0.0038383352)","(0.6632034, 0.0039570793)","(1643.4, 0.7)","(0.16040036, 0.037414137)","(0.10269542, 0.08815502)","(0.34413967, 0.069953874)","(0.3524149, 0.04259753)","(0.63217723, 0.09148758)","(0.6323965, 0.08735113)","(1677.7, 48.8)","(0.21684305, 0.23275675)","(0.109335005, 0.1181454)","(0.33810133, 0.107321076)","(0.34591746, 0.078818366)","(0.6403143, 0.06961741)","(0.64437294, 0.06091354)","(1574.9, 53.1)","(0.23220792, 0.2700038)","(0.15792863, 0.26585796)","(0.33191848, 0.11707638)","(0.3334513, 0.11193398)","(0.61678183, 0.14474285)","(0.6199542, 0.13174899)","(1581.5, 143.7)","(0.14910561, 0.006995197)","(0.19897133, 0.012921143)","(0.37376198, 0.0076499386)","(0.6073891, 0.010328003)","(0.69369906, 0.0072204387)","(0.6904755, 0.0058401874)","(919.1, 917.9)","(0.15925534, 0.037467808)","(0.20598166, 0.030331329)","(0.34904474, 0.07121089)","(0.5653694, 0.10230982)","(0.66011035, 0.10403091)","(0.65836346, 0.09834638)","(945.3, 947.1)","(0.21209797, 0.233456)","(0.21065772, 0.0729442)","(0.33044672, 0.1081388)","(0.54438925, 0.15092768)","(0.66727436, 0.076057054)","(0.6680818, 0.065366074)","(906.2, 911.5)","(0.234741, 0.2690248)","(0.26953453, 0.22574916)","(0.3352369, 0.11801547)","(0.5360333, 0.18289694)","(0.6448389, 0.15337902)","(0.6423827, 0.13982654)","(953.3, 955.1)"
unsat_php_93_842_68088.cnf,0.6995393160817238,1.0,0.6233600161612081,0.8594954672861796,0.755654389926451,0.7280550078567027,"(93, 1644)","(0.14191273, 0.014037013)","(0.070956364, 0.0070185065)","(0.5448732, 0.019645736)","(0.5450405, 0.020520959)","(0.77155507, 0.007115041)","(0.77203125, 0.008492407)","(1036.4, 0.0)","(0.15299763, 0.022031564)","(0.07749191, 0.013520181)","(0.5314883, 0.076085724)","(0.53204256, 0.07086345)","(0.7569847, 0.05545463)","(0.7561997, 0.056364525)","(1088.0, 0.9)","(0.14578079, 0.010956555)","(0.07408759, 0.007215033)","(0.52741724, 0.09554319)","(0.52630365, 0.08753843)","(0.75921994, 0.051593717)","(0.75829494, 0.053181175)","(1020.1, 4.1)","(0.17065164, 0.07696559)","(0.096345074, 0.07304566)","(0.5043911, 0.13199563)","(0.51092887, 0.103378825)","(0.7381205, 0.09856314)","(0.7407372, 0.095412664)","(1064.7, 38.9)","(0.14424291, 0.011445383)","(0.09316172, 0.010673172)","(0.5454423, 0.013241126)","(0.6109835, 0.01632802)","(0.78158545, 0.007229633)","(0.6579555, 0.0069504827)","(88.3, 990.5)","(0.15850128, 0.02414353)","(0.105801545, 0.025339205)","(0.52332914, 0.0811815)","(0.5780339, 0.08998186)","(0.7581196, 0.0669228)","(0.63782567, 0.05284783)","(88.5, 1057.6)","(0.1535734, 0.0146774035)","(0.09815533, 0.013163159)","(0.52414745, 0.09670883)","(0.58367264, 0.09491632)","(0.76424664, 0.05438975)","(0.6512675, 0.018085565)","(88.8, 975.0)","(0.17635028, 0.073417544)","(0.12913828, 0.095376946)","(0.5020138, 0.13260737)","(0.56267494, 0.13638455)","(0.74452233, 0.10099078)","(0.6340443, 0.066930555)","(88.6, 1058.7)"
unsat_cliquecoloring_51_355.cnf,0.7824305675349313,0.8965869770368053,0.4323507180650038,0.6824376731301941,0.5355298842017884,0.5384925871892561,"(174, 717)","(0.073878594, 0.018456068)","(0.036939297, 0.009228034)","(0.8990545, 0.01884845)","(0.89899284, 0.018844696)","(0.9539057, 0.0050259796)","(0.95423394, 0.0051296856)","(473.3, 0.0)","(0.10287575, 0.07142847)","(0.055245526, 0.047533818)","(0.85489875, 0.15142329)","(0.8584064, 0.14072862)","(0.9249191, 0.097354375)","(0.9249058, 0.09866915)","(508.9, 1.9)","(0.0824286, 0.042598)","(0.041141935, 0.021132745)","(0.85334015, 0.17474075)","(0.85695565, 0.16401626)","(0.92854863, 0.095447935)","(0.9285332, 0.095937386)","(446.6, 1.1)","(0.12609419, 0.17547625)","(0.06259311, 0.086312175)","(0.8142401, 0.25912315)","(0.8267277, 0.22113764)","(0.8992529, 0.1752416)","(0.9025348, 0.16451979)","(473.9, 37.7)","(0.084674984, 0.017023593)","(0.053602643, 0.011612049)","(0.89589083, 0.017565379)","(0.95111513, 0.011053092)","(0.9596039, 0.006145124)","(0.87589264, 0.0114029925)","(146.9, 412.4)","(0.11454499, 0.09484434)","(0.080840185, 0.095448814)","(0.86450595, 0.15713456)","(0.9166683, 0.12348454)","(0.93101823, 0.104023814)","(0.8378438, 0.10990834)","(148.6, 441.2)","(0.09822068, 0.03771947)","(0.06030786, 0.023655782)","(0.86631763, 0.16307954)","(0.923384, 0.113490954)","(0.9395863, 0.0789755)","(0.8580901, 0.05646281)","(140.7, 393.6)","(0.12463474, 0.18054622)","(0.08507585, 0.1403825)","(0.80781555, 0.25802213)","(0.8653429, 0.24498248)","(0.9007387, 0.17235728)","(0.825758, 0.14085348)","(149.1, 444.4)"
unsat_php_99_475_73543.cnf,0.5457046271217395,1.0,0.579018311118391,0.941954505436007,0.8158044399217744,0.7569893751086603,"(99, 910)","(0.09913151, 0.011737092)","(0.049565755, 0.005868546)","(0.8640073, 0.022855444)","(0.8638093, 0.022495274)","(0.93453443, 0.01048586)","(0.93468314, 0.010337177)","(541.3, 0.0)","(0.11649519, 0.070711166)","(0.059394967, 0.038877327)","(0.8204974, 0.1250529)","(0.8227385, 0.120365165)","(0.91081715, 0.08101084)","(0.9104594, 0.08122399)","(575.2, 0.8)","(0.09388397, 0.033972234)","(0.046941984, 0.016986117)","(0.83246756, 0.113653146)","(0.8342377, 0.11056603)","(0.9193282, 0.055641536)","(0.9190137, 0.056334205)","(528.5, 0.1)","(0.106825136, 0.059056096)","(0.07119181, 0.08450676)","(0.80248487, 0.2068318)","(0.8145524, 0.17024477)","(0.895992, 0.13267815)","(0.8980006, 0.12726855)","(556.1, 20.4)","(0.08205945, 0.018626451)","(0.04708273, 0.010590812)","(0.8612442, 0.021284515)","(0.90223396, 0.015759096)","(0.9414323, 0.007855005)","(0.79691017, 0.012185181)","(89.0, 502.2)","(0.12177595, 0.06382023)","(0.0796087, 0.066446014)","(0.8302013, 0.13840869)","(0.8831353, 0.12192104)","(0.9148402, 0.08990076)","(0.7701034, 0.0866228)","(92.5, 535.5)","(0.10340059, 0.025325473)","(0.06201446, 0.010791754)","(0.82959926, 0.09125164)","(0.88369846, 0.060039155)","(0.9263458, 0.044243436)","(0.7878084, 0.010703233)","(90.9, 482.7)","(0.10810895, 0.06926298)","(0.08294447, 0.10237941)","(0.80156785, 0.21288964)","(0.8523943, 0.2063177)","(0.8962399, 0.13825114)","(0.7613519, 0.09532071)","(91.5, 545.0)"
unsat_php_93_839_10027.cnf,0.6993647363766204,1.0,0.6251646234391259,0.8616655014308012,0.7574469498167944,0.7328496132475357,"(93, 1638)","(0.146301, 0.01718537)","(0.0731505, 0.008592685)","(0.54779464, 0.008703484)","(0.55022526, 0.010142819)","(0.7723694, 0.005296663)","(0.7717611, 0.0051544597)","(1040.8, 0.0)","(0.15538733, 0.021905659)","(0.07902384, 0.013506991)","(0.5235692, 0.06862973)","(0.5231141, 0.05947839)","(0.75427353, 0.051521875)","(0.7551877, 0.052247003)","(1100.0, 1.0)","(0.15152945, 0.01772372)","(0.07839279, 0.013253087)","(0.5204991, 0.101227)","(0.5251921, 0.081772745)","(0.75563616, 0.05560709)","(0.7559396, 0.054089546)","(1016.9, 5.4)","(0.16756055, 0.0720576)","(0.09529559, 0.072224006)","(0.5041501, 0.13210508)","(0.51365, 0.103861965)","(0.73958176, 0.098517)","(0.74402153, 0.090780124)","(1061.3, 38.9)","(0.14709756, 0.0138068255)","(0.09763674, 0.008650059)","(0.549292, 0.015258152)","(0.6138189, 0.01663591)","(0.7800734, 0.009491628)","(0.65844005, 0.0100337)","(88.6, 992.3)","(0.15864852, 0.02338097)","(0.10612259, 0.029192867)","(0.519695, 0.07793761)","(0.5776106, 0.085032195)","(0.7551853, 0.06695663)","(0.63947076, 0.053214468)","(89.2, 1060.2)","(0.14595449, 0.021658255)","(0.097909324, 0.017336518)","(0.51963496, 0.093156256)","(0.58545655, 0.09026432)","(0.76572216, 0.050967537)","(0.65470934, 0.019035967)","(88.8, 974.1)","(0.17418282, 0.07360854)","(0.12693973, 0.10015673)","(0.5197732, 0.14156261)","(0.5785806, 0.14650775)","(0.7528038, 0.10599615)","(0.6414968, 0.07134418)","(89.5, 1036.7)"
sat_op_10_24_32675.cnf,0.5999999999999999,0.2711904761904762,0.08000000000000002,0.18489641345511248,0.33039277462717914,0.3852131905061961,"(34, 35)","(0.0, 0.0)","(0.0, 0.0)","(0.15, 0.24152295)","(0.15, 0.24152295)","(0.9828001, 0.0007882263)","(0.9828001, 0.0007882263)","(60.4, 0.0)","(0.08011696, 0.25335208)","(0.040204678, 0.12713835)","(0.28777006, 0.32356387)","(0.28792438, 0.32387674)","(0.973472, 0.028819714)","(0.9724639, 0.032005627)","(61.9, 0.7)","(0.0, 0.0)","(0.0, 0.0)","(0.05, 0.15811388)","(0.05, 0.15811388)","(0.9735737, 0.025882639)","(0.9735737, 0.025882639)","(55.0, 0.0)","(0.0916746, 0.28990054)","(0.057680376, 0.18240136)","(0.05, 0.15811388)","(0.06993652, 0.16358325)","(0.9165409, 0.21049327)","(0.92177427, 0.19394395)","(57.6, 3.7)","(0.005263158, 0.016643567)","(0.002631579, 0.0083217835)","(0.15, 0.24152295)","(0.15, 0.24152295)","(0.9809575, 0.00165544)","(0.9470441, 0.0067978543)","(31.4, 32.8)","(0.07816092, 0.24716653)","(0.044630542, 0.14113417)","(0.2810411, 0.31036267)","(0.2865636, 0.32113323)","(0.9717188, 0.030067816)","(0.9417679, 0.028376585)","(31.2, 32.8)","(0.0, 0.0)","(0.0, 0.0)","(0.05, 0.15811388)","(0.05, 0.15811388)","(0.9739931, 0.026023535)","(0.9506809, 0.018622713)","(29.4, 30.5)","(0.08747619, 0.276624)","(0.05917596, 0.18713082)","(0.116666675, 0.24907236)","(0.13724408, 0.2468531)","(0.91293305, 0.21903926)","(0.89044744, 0.19846842)","(32.7, 32.8)"
sat_5color_250_1050_96558.cnf,0.2876426906426905,0.6438213453213449,0.65215,0.7952055555555553,0.8028143209876543,0.6932853333333329,"(250, 2000)","(0.14421065, 0.009399438)","(0.07211246, 0.0046941233)","(0.40490398, 0.006544645)","(0.40096918, 0.010762263)","(0.68447256, 0.006426407)","(0.6829079, 0.005716546)","(1494.9, 0.3)","(0.14488651, 0.015183374)","(0.07439503, 0.0129816085)","(0.3945437, 0.042835787)","(0.39507657, 0.044620868)","(0.6756155, 0.039913274)","(0.6760875, 0.039577592)","(1539.2, 1.7)","(0.14332739, 0.014169557)","(0.0718893, 0.0069195493)","(0.40304548, 0.012007944)","(0.4045674, 0.015990298)","(0.6867007, 0.0057258164)","(0.6866118, 0.0076964134)","(1473.0, 0.2)","(0.14905164, 0.01376752)","(0.07894969, 0.019095456)","(0.3876203, 0.04463058)","(0.38975632, 0.035841778)","(0.67279804, 0.0372166)","(0.6732667, 0.03768085)","(1545.4, 3.4)","(0.15120864, 0.009214883)","(0.14414793, 0.010175893)","(0.40604728, 0.011227104)","(0.52034146, 0.0111349365)","(0.70192564, 0.0044876)","(0.6539743, 0.0048301164)","(230.2, 1335.3)","(0.15545464, 0.017525125)","(0.15913153, 0.045364514)","(0.38982782, 0.0547438)","(0.49938494, 0.063001335)","(0.6861726, 0.0528347)","(0.6379697, 0.049261287)","(230.0, 1405.8)","(0.14198396, 0.012542402)","(0.14133164, 0.011102095)","(0.40203086, 0.012548011)","(0.51496303, 0.015480054)","(0.6992197, 0.007895881)","(0.6519592, 0.005604845)","(229.9, 1349.5)","(0.15082718, 0.019158412)","(0.15698223, 0.036906436)","(0.38279396, 0.05525589)","(0.49514055, 0.06432966)","(0.6817667, 0.05277636)","(0.63783646, 0.04914523)","(227.3, 1409.9)"
unsat_tiling_20_794_69542.cnf,0.9845136738906086,0.9845136738906085,0.0,0.5,0.4093972037358539,0.49142958878186926,"(180, 1548)","(0.14251614, 0.01568413)","(0.07125807, 0.007842065)","(0.5483644, 0.013769397)","(0.54713166, 0.01307297)","(0.7730954, 0.008006562)","(0.77466094, 0.007345782)","(1030.8, 0.0)","(0.15096167, 0.027766341)","(0.078372, 0.021299282)","(0.51967824, 0.07089576)","(0.52119714, 0.06681951)","(0.7542373, 0.055549733)","(0.7536139, 0.056453556)","(1096.7, 2.6)","(0.21086864, 0.24038221)","(0.11029321, 0.13549624)","(0.49848422, 0.16959701)","(0.5073639, 0.13884935)","(0.74336845, 0.10430478)","(0.74801046, 0.09099564)","(966.2, 35.6)","(0.24316278, 0.26627776)","(0.15992151, 0.25429705)","(0.4876462, 0.1717385)","(0.4930378, 0.16593593)","(0.7227336, 0.14373478)","(0.72733235, 0.13056652)","(1012.7, 87.3)","(0.14215001, 0.012933189)","(0.10606824, 0.012171044)","(0.5529505, 0.011491378)","(0.66188776, 0.019469002)","(0.78678197, 0.0064093573)","(0.7048689, 0.008683083)","(162.9, 947.7)","(0.15516062, 0.029630564)","(0.12529843, 0.048092797)","(0.52910477, 0.08229771)","(0.6373259, 0.09087822)","(0.7644814, 0.07180065)","(0.684222, 0.06433327)","(164.1, 998.2)","(0.22499701, 0.24642844)","(0.17237005, 0.18739125)","(0.49972305, 0.1755427)","(0.60696495, 0.1732691)","(0.7584688, 0.10667852)","(0.6845364, 0.07490641)","(157.0, 921.1)","(0.23545662, 0.26907194)","(0.17863595, 0.2196413)","(0.4988474, 0.17551401)","(0.59849465, 0.18709391)","(0.741173, 0.14966024)","(0.66614914, 0.116364904)","(163.0, 999.6)"
sat_dominating_60_970_68998.cnf,0.6927935708476489,0.8012729384407922,0.19595159177976618,0.40236880462157265,0.5505279572287815,0.5365727298337174,"(150, 1860)","(0.15189633, 0.012386337)","(0.075948164, 0.0061931685)","(0.46517047, 0.01653159)","(0.46296233, 0.015522547)","(0.7242352, 0.008721736)","(0.7235173, 0.008918502)","(1272.2, 0.0)","(0.14490588, 0.018365374)","(0.07403415, 0.013458319)","(0.4509998, 0.055860024)","(0.44980955, 0.05273762)","(0.7135309, 0.04342661)","(0.71222055, 0.045438096)","(1321.3, 1.1)","(0.1629328, 0.06858228)","(0.08746657, 0.053005382)","(0.42080608, 0.0972827)","(0.43355387, 0.07059375)","(0.70276177, 0.05708409)","(0.7044579, 0.05249708)","(1240.0, 22.6)","(0.20764315, 0.17132504)","(0.102036096, 0.080026075)","(0.42308673, 0.13024382)","(0.43053442, 0.101215005)","(0.6914433, 0.10008358)","(0.6934707, 0.091069154)","(1254.2, 67.1)","(0.14752571, 0.01702637)","(0.11320084, 0.011900923)","(0.46270576, 0.014655548)","(0.5462631, 0.012482394)","(0.7312091, 0.009543464)","(0.6529528, 0.007274562)","(141.6, 1208.9)","(0.15068272, 0.023824671)","(0.12414439, 0.04194693)","(0.4400149, 0.061853442)","(0.5212487, 0.0693186)","(0.7185021, 0.05800656)","(0.63698083, 0.048586942)","(140.2, 1255.8)","(0.17026356, 0.060367394)","(0.131617, 0.046141464)","(0.4341356, 0.099944025)","(0.5223736, 0.10985181)","(0.71652365, 0.063222386)","(0.64011204, 0.037034947)","(138.5, 1163.3)","(0.20293276, 0.1714279)","(0.1641116, 0.15642267)","(0.42349464, 0.12754375)","(0.5013353, 0.13732842)","(0.702, 0.10444051)","(0.62944436, 0.07750365)","(139.6, 1228.5)"
unsat_5clique_65_1825_31660.cnf,0.8854808020409911,0.9427404010204952,0.0380145815722738,0.31557093425605537,0.4775368297209337,0.4795542369887139,"(65, 3640)","(0.14482214, 0.0017312686)","(0.11077108, 0.0117191505)","(0.22054195, 0.0052524004)","(0.23423204, 0.0036665571)","(0.55381453, 0.001786194)","(0.5544957, 0.0032453036)","(2908.5, 61.0)","(0.14730836, 0.004845354)","(0.11721276, 0.01818098)","(0.21582305, 0.008184552)","(0.23493783, 0.009439393)","(0.5470151, 0.00940293)","(0.5486475, 0.009574417)","(2942.5, 60.7)","(0.20206232, 0.17366849)","(0.13587287, 0.06982541)","(0.20278887, 0.052965805)","(0.22689852, 0.032944463)","(0.5409558, 0.034506876)","(0.5438064, 0.02774762)","(2812.8, 151.4)","(0.21533875, 0.21747081)","(0.14944825, 0.086040564)","(0.19753662, 0.059042756)","(0.22132389, 0.04306096)","(0.53580177, 0.05230085)","(0.5386999, 0.04540468)","(2825.5, 188.8)","(0.1479104, 0.00394197)","(0.11356689, 0.0083748745)","(0.2194874, 0.0062084766)","(0.23649128, 0.0051341243)","(0.5524391, 0.0024222226)","(0.4984871, 0.0034500158)","(64.5, 2897.8)","(0.15250087, 0.012665792)","(0.12188663, 0.017201025)","(0.21238978, 0.014528401)","(0.23041019, 0.019406993)","(0.54558957, 0.021099469)","(0.49193987, 0.019572573)","(65.0, 2945.3)","(0.20296893, 0.17663975)","(0.15138766, 0.115033545)","(0.203385, 0.05218828)","(0.21914752, 0.050501306)","(0.5410452, 0.040095787)","(0.4896535, 0.022526182)","(64.2, 2891.1)","(0.2160347, 0.22133513)","(0.16956589, 0.17653058)","(0.20091781, 0.060991365)","(0.21611646, 0.056828167)","(0.53479826, 0.053941853)","(0.48431283, 0.037313927)","(64.8, 2939.9)"
sat_matching_120_964_29284.cnf,0.5129204723002676,0.5129204723002676,0.3978948961203912,0.5201475945600191,0.6195145492548492,0.6190665778568467,"(240, 1868)","(0.14607999, 0.0105020255)","(0.073073335, 0.005263836)","(0.44325465, 0.011688043)","(0.44403872, 0.008527082)","(0.7083646, 0.007026384)","(0.7091594, 0.0085302545)","(1341.3, 0.3)","(0.14272991, 0.014502835)","(0.07359949, 0.0131850075)","(0.419101, 0.050087046)","(0.42190224, 0.045132183)","(0.6939196, 0.044639196)","(0.69512856, 0.045650464)","(1417.0, 1.7)","(0.15408847, 0.012114807)","(0.079006016, 0.010410484)","(0.41932458, 0.061327986)","(0.42492214, 0.050119337)","(0.69631994, 0.033115577)","(0.69673127, 0.035838295)","(1344.1, 4.7)","(0.16367473, 0.053920902)","(0.09791748, 0.07770599)","(0.41275817, 0.10000272)","(0.4210267, 0.07099584)","(0.6893639, 0.079406396)","(0.6894721, 0.07470944)","(1366.1, 38.2)","(0.15381809, 0.015144856)","(0.13766903, 0.012386014)","(0.44221383, 0.013199828)","(0.5545006, 0.014197766)","(0.7233714, 0.006328533)","(0.6683117, 0.0067467275)","(216.4, 1224.5)","(0.14910349, 0.027134119)","(0.15141806, 0.045964513)","(0.42084414, 0.062075067)","(0.54153776, 0.07658764)","(0.704133, 0.060314532)","(0.6520607, 0.05821763)","(221.3, 1276.9)","(0.14722696, 0.012237276)","(0.13817842, 0.013439582)","(0.41843128, 0.057002142)","(0.5316554, 0.057756964)","(0.7107161, 0.032398175)","(0.66233003, 0.018174382)","(217.4, 1212.2)","(0.17036729, 0.05374145)","(0.16145572, 0.079880305)","(0.41338524, 0.099295)","(0.52429867, 0.1172953)","(0.69790566, 0.08636051)","(0.64763117, 0.06910699)","(219.2, 1273.6)"
unsat_tiling_20_778_11540.cnf,0.9853113175094597,0.9853113175094595,0.0,0.5,0.40953864114231053,0.493666605755258,"(180, 1516)","(0.14497909, 0.012988912)","(0.072489545, 0.006494456)","(0.5572081, 0.018869141)","(0.5569752, 0.018803285)","(0.779528, 0.011200841)","(0.77926743, 0.011031115)","(1014.7, 0.0)","(0.1515123, 0.019186007)","(0.077744804, 0.015275542)","(0.54184735, 0.07981236)","(0.54245895, 0.075956985)","(0.7648854, 0.06067563)","(0.7659028, 0.060838252)","(1055.9, 1.8)","(0.22367993, 0.2399502)","(0.11214385, 0.120933145)","(0.5109363, 0.17638068)","(0.5203005, 0.1401346)","(0.750785, 0.10216803)","(0.7539433, 0.08930934)","(959.5, 29.7)","(0.2373703, 0.26861247)","(0.15572818, 0.2512947)","(0.50266933, 0.17712061)","(0.5031494, 0.16839309)","(0.7297325, 0.14575371)","(0.7348997, 0.13366021)","(983.4, 85.3)","(0.15358905, 0.014792185)","(0.11444849, 0.014371849)","(0.55647826, 0.011529821)","(0.6672808, 0.0076616956)","(0.79068017, 0.007991438)","(0.7054946, 0.007093377)","(164.7, 924.2)","(0.15909424, 0.031229248)","(0.12616876, 0.04869836)","(0.53802025, 0.08766422)","(0.64036113, 0.0956304)","(0.7699719, 0.074258804)","(0.68856466, 0.06580831)","(164.3, 982.5)","(0.21570091, 0.2453058)","(0.16509286, 0.19854401)","(0.5118321, 0.17727813)","(0.6233789, 0.18079607)","(0.76015216, 0.10782626)","(0.6851083, 0.07697857)","(156.7, 906.5)","(0.23954363, 0.26803473)","(0.1837337, 0.21708912)","(0.49933615, 0.17600083)","(0.60431993, 0.185231)","(0.74311244, 0.14900552)","(0.67061996, 0.11704842)","(164.6, 974.9)"
