Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,parFalse_maskNone clu. VIG,parFalse_maskNone clu. LIG,parFalse_maskNone mod. VIG,parFalse_maskNone mod. LIG,parFalse_maskNone mod. VCG,parFalse_maskNone mod. LCG,parFalse_maskNone parity,parFalse_maskclause clu. VIG,parFalse_maskclause clu. LIG,parFalse_maskclause mod. VIG,parFalse_maskclause mod. LIG,parFalse_maskclause mod. VCG,parFalse_maskclause mod. LCG,parFalse_maskclause parity,parFalse_maskvar clu. VIG,parFalse_maskvar clu. LIG,parFalse_maskvar mod. VIG,parFalse_maskvar mod. LIG,parFalse_maskvar mod. VCG,parFalse_maskvar mod. LCG,parFalse_maskvar parity,"parFalse_mask['clause', 'var'] clu. VIG","parFalse_mask['clause', 'var'] clu. LIG","parFalse_mask['clause', 'var'] mod. VIG","parFalse_mask['clause', 'var'] mod. LIG","parFalse_mask['clause', 'var'] mod. VCG","parFalse_mask['clause', 'var'] mod. LCG","parFalse_mask['clause', 'var'] parity",parTrue_maskNone clu. VIG,parTrue_maskNone clu. LIG,parTrue_maskNone mod. VIG,parTrue_maskNone mod. LIG,parTrue_maskNone mod. VCG,parTrue_maskNone mod. LCG,parTrue_maskNone parity,parTrue_maskclause clu. VIG,parTrue_maskclause clu. LIG,parTrue_maskclause mod. VIG,parTrue_maskclause mod. LIG,parTrue_maskclause mod. VCG,parTrue_maskclause mod. LCG,parTrue_maskclause parity,parTrue_maskvar clu. VIG,parTrue_maskvar clu. LIG,parTrue_maskvar mod. VIG,parTrue_maskvar mod. LIG,parTrue_maskvar mod. VCG,parTrue_maskvar mod. LCG,parTrue_maskvar parity,"parTrue_mask['clause', 'var'] clu. VIG","parTrue_mask['clause', 'var'] clu. LIG","parTrue_mask['clause', 'var'] mod. VIG","parTrue_mask['clause', 'var'] mod. LIG","parTrue_mask['clause', 'var'] mod. VCG","parTrue_mask['clause', 'var'] mod. LCG","parTrue_mask['clause', 'var'] parity"
unsat_op_90_775_46417.cnf,0.5757575757575762,0.08930666963755185,0.23658810325476992,0.24345611209221993,0.4554878816193436,0.4848448732861692,"(760, 1530)","(0.13946709, 0.0070562274)","(0.07011193, 0.003722369)","(0.39766, 0.008244065)","(0.397117, 0.0116987955)","(0.68080837, 0.0044418722)","(0.6824374, 0.005960122)","(1519.6, 0.4)","(0.15126589, 0.021059362)","(0.08903873, 0.051209774)","(0.37633032, 0.059983823)","(0.38171872, 0.04227888)","(0.6585399, 0.0642978)","(0.65723693, 0.06320227)","(1585.8, 16.2)","(0.15920858, 0.027466305)","(0.08912572, 0.042630736)","(0.37906557, 0.06865321)","(0.38671893, 0.044394176)","(0.66951966, 0.039648242)","(0.67099744, 0.037879113)","(1484.4, 18.1)","(0.19426543, 0.1432824)","(0.09626909, 0.068913974)","(0.36338663, 0.10577787)","(0.37331036, 0.0806372)","(0.6497078, 0.09942756)","(0.6516408, 0.09197365)","(1511.3, 78.5)","(0.14858893, 0.012618695)","(0.18133625, 0.01245193)","(0.4069739, 0.010329863)","(0.62602013, 0.01509939)","(0.71241534, 0.0059369383)","(0.7010996, 0.006032452)","(609.1, 1071.1)","(0.15740731, 0.0226075)","(0.20424214, 0.036319494)","(0.37262705, 0.06353246)","(0.5873868, 0.09219799)","(0.6850966, 0.07485378)","(0.67309594, 0.0692952)","(623.6, 1122.4)","(0.15977313, 0.03530127)","(0.19464943, 0.011348883)","(0.37696803, 0.06977947)","(0.5874486, 0.10079102)","(0.6935375, 0.045149505)","(0.68325627, 0.038610034)","(596.4, 1068.7)","(0.18886444, 0.14733224)","(0.18912724, 0.050093)","(0.3635166, 0.103968546)","(0.56948316, 0.1491491)","(0.6752428, 0.10846555)","(0.6640643, 0.09681383)","(624.1, 1133.1)"
sat_dominating_70_1295_37604.cnf,0.6887644798424186,0.7911064720597979,0.1773752206032957,0.3860475823457441,0.5501035924195878,0.5369713967494628,"(170, 2500)","(0.13582696, 0.010330358)","(0.069770485, 0.005444299)","(0.3295161, 0.010417648)","(0.33155024, 0.011398072)","(0.6376095, 0.006220194)","(0.6369273, 0.0063983514)","(1862.7, 3.2)","(0.14421228, 0.00659543)","(0.07639029, 0.011506919)","(0.32434925, 0.026939321)","(0.32571968, 0.022074828)","(0.62825143, 0.024097124)","(0.6285408, 0.025082594)","(1934.1, 5.8)","(0.16579315, 0.09057037)","(0.0897242, 0.062647775)","(0.30498743, 0.07141795)","(0.31740934, 0.04176659)","(0.621381, 0.041974187)","(0.62381303, 0.03808164)","(1817.4, 44.4)","(0.19815277, 0.16915256)","(0.099763714, 0.07841405)","(0.3071434, 0.08688933)","(0.31447378, 0.06602175)","(0.6131261, 0.071957424)","(0.61507493, 0.06421088)","(1849.8, 90.3)","(0.1426805, 0.0059915422)","(0.13543633, 0.0094956765)","(0.32978067, 0.0064989175)","(0.3971223, 0.007910795)","(0.6459051, 0.002451192)","(0.59080863, 0.0028833498)","(163.0, 1773.2)","(0.14878625, 0.012252022)","(0.14302808, 0.023485472)","(0.31869593, 0.037427135)","(0.3840905, 0.044800036)","(0.63095343, 0.03941324)","(0.5807597, 0.033980954)","(163.3, 1840.3)","(0.1667926, 0.08666679)","(0.15188369, 0.055625454)","(0.30519432, 0.0664613)","(0.37060457, 0.074401945)","(0.6283833, 0.04486279)","(0.5812328, 0.028264388)","(159.6, 1756.5)","(0.19365601, 0.17150898)","(0.17317222, 0.14968547)","(0.309016, 0.08838177)","(0.369968, 0.09640953)","(0.62332547, 0.07906815)","(0.57553315, 0.061287984)","(161.4, 1815.0)"
unsat_5clique_40_625_750.cnf,0.8509573826010024,0.925478691300501,0.06578563995837663,0.32770083102493086,0.4650610351562501,0.46889551001594904,"(40, 1240)","(0.13653001, 0.019898366)","(0.068265006, 0.009949183)","(0.73108655, 0.0067197676)","(0.73236966, 0.007472033)","(0.8709138, 0.004296343)","(0.8715173, 0.0043178587)","(710.5, 0.0)","(0.14533345, 0.039362233)","(0.072970435, 0.020499896)","(0.71003944, 0.10885126)","(0.71026415, 0.105357155)","(0.8540279, 0.06691436)","(0.85324717, 0.06734925)","(753.0, 0.9)","(0.14191905, 0.07327089)","(0.07161712, 0.03855908)","(0.68390375, 0.18026322)","(0.69446385, 0.14378518)","(0.84370804, 0.09618109)","(0.84536153, 0.09197878)","(685.0, 11.4)","(0.1963023, 0.21320964)","(0.09752802, 0.104637735)","(0.6632241, 0.222073)","(0.67219794, 0.18904561)","(0.8243685, 0.14940467)","(0.8272889, 0.1398731)","(702.6, 52.2)","(0.13949624, 0.024991458)","(0.07470512, 0.013050996)","(0.7331835, 0.019692218)","(0.75807273, 0.024022622)","(0.8756487, 0.009708741)","(0.67990375, 0.009015851)","(38.6, 699.8)","(0.14874871, 0.05246364)","(0.083450094, 0.037933752)","(0.70963484, 0.12498256)","(0.7327889, 0.1252678)","(0.8542746, 0.09044909)","(0.6629678, 0.065459125)","(38.7, 733.6)","(0.15739691, 0.05890736)","(0.08536234, 0.028424887)","(0.66933596, 0.17528012)","(0.69602555, 0.17587298)","(0.83848107, 0.099261865)","(0.66311085, 0.037615173)","(39.1, 676.8)","(0.19820401, 0.2207608)","(0.12600763, 0.17511712)","(0.666597, 0.22248064)","(0.7017858, 0.21653257)","(0.82688475, 0.15432219)","(0.64768064, 0.090552345)","(39.2, 735.6)"
sat_php_228_945_71370.cnf,0.5907034971335218,1.0,0.6264384037508658,0.9436276413234592,0.8555660618265525,0.7837055537026956,"(228, 1870)","(0.1507208, 0.01151855)","(0.0753604, 0.005759275)","(0.442542, 0.011460598)","(0.4444418, 0.009515009)","(0.71038043, 0.005780357)","(0.7106974, 0.007191798)","(1341.0, 0.0)","(0.15423301, 0.011451857)","(0.08123322, 0.015927196)","(0.42677078, 0.051174287)","(0.42636642, 0.05071371)","(0.69636774, 0.04541749)","(0.6960467, 0.046362687)","(1401.1, 3.5)","(0.15474483, 0.016103208)","(0.07737242, 0.008051604)","(0.44278735, 0.016668003)","(0.44210416, 0.016994495)","(0.7099578, 0.0057439506)","(0.7099974, 0.0064505977)","(1340.6, 0.0)","(0.15102375, 0.012920807)","(0.07961069, 0.01710155)","(0.42760056, 0.06279946)","(0.4288632, 0.057867326)","(0.6950165, 0.053791802)","(0.6938716, 0.054452464)","(1394.6, 5.3)","(0.15278311, 0.009599692)","(0.13299069, 0.012788657)","(0.43186745, 0.010918291)","(0.5439289, 0.018147843)","(0.71938306, 0.0075650043)","(0.6612617, 0.0074924747)","(208.7, 1234.2)","(0.15531129, 0.02817059)","(0.14773259, 0.05095168)","(0.41689485, 0.06427252)","(0.5293864, 0.07669294)","(0.70362943, 0.063700564)","(0.6498177, 0.057486854)","(210.6, 1280.5)","(0.14948183, 0.013982058)","(0.13565297, 0.0128675075)","(0.4390878, 0.016110977)","(0.54704064, 0.01839413)","(0.71927726, 0.007698014)","(0.6666409, 0.0068373876)","(205.7, 1225.7)","(0.15723209, 0.019807655)","(0.14941481, 0.04316886)","(0.41654444, 0.06622433)","(0.522467, 0.07598559)","(0.69903326, 0.062645316)","(0.64686334, 0.055249624)","(209.4, 1291.2)"
unsat_5clique_40_705_38865.cnf,0.9221832460640881,0.9610916230320432,0.0224479591836734,0.2999999999999999,0.4653115354938271,0.4683506372901033,"(40, 1400)","(0.140051, 0.019913843)","(0.0700255, 0.009956921)","(0.67731076, 0.017472979)","(0.6772011, 0.020923257)","(0.8399633, 0.008334196)","(0.8391901, 0.007778073)","(809.2, 0.0)","(0.15154919, 0.029108776)","(0.076296285, 0.01566875)","(0.6402799, 0.09254247)","(0.6406187, 0.09607008)","(0.8201752, 0.06327867)","(0.82052356, 0.06304857)","(861.0, 0.4)","(0.15787981, 0.07427278)","(0.083102755, 0.05014329)","(0.6163563, 0.15709552)","(0.6280002, 0.12504975)","(0.80960417, 0.089519255)","(0.8126165, 0.08275524)","(777.9, 14.5)","(0.207118, 0.22469664)","(0.10509509, 0.117181756)","(0.60636103, 0.20701447)","(0.6201007, 0.17950311)","(0.7982678, 0.14252724)","(0.80252856, 0.1341234)","(798.3, 55.6)","(0.13178864, 0.013523383)","(0.07307535, 0.0073401346)","(0.65773714, 0.024811624)","(0.6854203, 0.03150341)","(0.8366333, 0.013193711)","(0.65595424, 0.01106618)","(39.0, 796.6)","(0.1518278, 0.030980803)","(0.08817566, 0.026753101)","(0.6285202, 0.10624871)","(0.66011775, 0.107229315)","(0.8146869, 0.07726827)","(0.63680583, 0.06002539)","(38.9, 858.9)","(0.1591819, 0.07323181)","(0.086949244, 0.037150282)","(0.624365, 0.16779645)","(0.6565378, 0.16398856)","(0.81617594, 0.09331785)","(0.64846265, 0.03988988)","(39.2, 763.2)","(0.21233745, 0.22276436)","(0.1356201, 0.1834171)","(0.60314584, 0.20346208)","(0.63502777, 0.19573437)","(0.7921044, 0.14563985)","(0.6290921, 0.08663328)","(39.1, 848.4)"
sat_tiling_10_117_41490.cnf,0.8933333333333333,0.8933333333333333,0.0,0.5,0.347867883379247,0.46235307724558694,"(50, 214)","(0.0052267774, 0.008525717)","(0.0026133887, 0.0042628585)","(0.896516, 0.033747338)","(0.896516, 0.033747338)","(0.9908837, 0.00078155275)","(0.9908837, 0.00078155275)","(177.1, 0.0)","(0.06130616, 0.16358884)","(0.031562105, 0.08466508)","(0.8816212, 0.038650632)","(0.8838689, 0.034931704)","(0.9798133, 0.035667446)","(0.98030585, 0.034110222)","(188.8, 0.2)","(0.02455346, 0.07126247)","(0.014276731, 0.04193716)","(0.83440065, 0.20490794)","(0.8450516, 0.17165306)","(0.95559406, 0.11332417)","(0.9549694, 0.11529977)","(164.3, 1.1)","(0.106941305, 0.31391147)","(0.07523297, 0.22575551)","(0.7751277, 0.27658424)","(0.78187025, 0.25561553)","(0.92176974, 0.21791992)","(0.92763984, 0.19935724)","(167.4, 16.6)","(0.0034051768, 0.0072916066)","(0.0017025884, 0.0036458033)","(0.8971054, 0.03172292)","(0.90254843, 0.028817711)","(0.9903282, 0.0013382446)","(0.9331411, 0.014074889)","(45.7, 154.1)","(0.058342017, 0.16781631)","(0.03372778, 0.09755976)","(0.857485, 0.0480644)","(0.8774644, 0.0366254)","(0.9774065, 0.04200563)","(0.9094512, 0.08539099)","(46.1, 160.7)","(0.028329467, 0.061271645)","(0.01670132, 0.037913818)","(0.8172614, 0.20413427)","(0.83576596, 0.15630163)","(0.958038, 0.10445486)","(0.905645, 0.10503923)","(43.7, 142.1)","(0.10374125, 0.31500933)","(0.07583297, 0.23326464)","(0.81373644, 0.28767124)","(0.8267887, 0.25946176)","(0.92313796, 0.21374762)","(0.8748449, 0.18640599)","(46.1, 159.7)"
unsat_subsetcard_31_143_65523.cnf,0.48002141227947687,0.967741935483871,0.3893859709036268,0.8876442865924459,0.487803405385823,0.5697178279595863,"(418, 128)","(0.032838106, 0.022782924)","(0.016419053, 0.011391462)","(0.9392049, 0.01913149)","(0.9392049, 0.01913149)","(0.98421127, 0.0045585334)","(0.98420334, 0.0045763524)","(307.2, 0.0)","(0.0850324, 0.17315038)","(0.053281885, 0.12045363)","(0.89906275, 0.13602588)","(0.90875864, 0.10562279)","(0.95264053, 0.102585554)","(0.9536173, 0.0997762)","(322.1, 7.9)","(0.04033514, 0.037199534)","(0.018823484, 0.014842954)","(0.90542203, 0.15016973)","(0.90888005, 0.13924617)","(0.9621383, 0.07677595)","(0.9624103, 0.075916015)","(289.8, 1.0)","(0.11332265, 0.27887213)","(0.065004274, 0.16574588)","(0.84927636, 0.29220518)","(0.8586766, 0.2625267)","(0.9178354, 0.21526003)","(0.9213815, 0.20404658)","(299.5, 28.3)","(0.04376832, 0.019906621)","(0.023488501, 0.010981787)","(0.93654025, 0.018321794)","(0.9521699, 0.009551129)","(0.9858216, 0.0042231474)","(0.981376, 0.006802565)","(259.8, 107.8)","(0.08200324, 0.16258019)","(0.057490803, 0.1316302)","(0.89560187, 0.15041263)","(0.918501, 0.115327984)","(0.9522362, 0.111002795)","(0.9504363, 0.105649196)","(273.1, 110.5)","(0.04737418, 0.064131364)","(0.027068365, 0.038945965)","(0.89357984, 0.14792903)","(0.92596734, 0.09820554)","(0.96224385, 0.073530674)","(0.95560086, 0.078028016)","(244.5, 102.7)","(0.11959879, 0.27933225)","(0.07611826, 0.18846427)","(0.84510195, 0.29093018)","(0.8741113, 0.26013196)","(0.9159606, 0.219533)","(0.91692084, 0.20799156)","(274.6, 112.2)"
sat_cliquecoloring_36_155.cnf,0.6924603174603173,0.8525963415669292,0.41332304526748975,0.6844628099173554,0.6214391292663263,0.5308500656783636,"(39, 327)","(0.011456917, 0.011651974)","(0.0057284585, 0.005825987)","(0.92112267, 0.021149969)","(0.92112267, 0.021149969)","(0.9905512, 0.000937822)","(0.9905512, 0.000937822)","(221.8, 0.0)","(0.05491991, 0.13674542)","(0.027994448, 0.07005117)","(0.9128992, 0.061929464)","(0.9132017, 0.060986057)","(0.9736266, 0.05179893)","(0.9735609, 0.052006554)","(240.3, 0.6)","(0.005901589, 0.010745008)","(0.0029507945, 0.005372504)","(0.91462785, 0.071461104)","(0.91462785, 0.071461104)","(0.9784268, 0.036927216)","(0.9784268, 0.036927216)","(212.0, 0.0)","(0.06937213, 0.17335373)","(0.04375996, 0.11528105)","(0.85064393, 0.25890788)","(0.86690915, 0.20759587)","(0.937322, 0.16934083)","(0.939559, 0.16226701)","(218.1, 16.7)","(0.010387237, 0.013880068)","(0.0051936186, 0.006940034)","(0.9307755, 0.01545466)","(0.9319847, 0.016258437)","(0.9907053, 0.0008053545)","(0.8980638, 0.012283655)","(36.5, 206.1)","(0.06643399, 0.16038597)","(0.03897594, 0.09695471)","(0.89881563, 0.07774886)","(0.9151764, 0.05213063)","(0.9724045, 0.05720138)","(0.8657006, 0.09747545)","(37.0, 222.7)","(0.013229917, 0.015434616)","(0.007540884, 0.010106886)","(0.91667956, 0.06391246)","(0.92622536, 0.045859948)","(0.97924155, 0.034134753)","(0.8886364, 0.017824933)","(36.7, 202.2)","(0.062283617, 0.17764798)","(0.0535659, 0.15847081)","(0.8380208, 0.25221112)","(0.85340405, 0.22708853)","(0.93290555, 0.18020691)","(0.8501344, 0.14767167)","(36.5, 221.8)"
sat_op_45_249_19680.cnf,0.5333333333333338,0.24914679375205684,0.21975308641975308,0.269525844953319,0.4418204034212687,0.4059133531594282,"(384, 390)","(0.057473995, 0.033138715)","(0.028736997, 0.016569357)","(0.9412521, 0.012947212)","(0.9413233, 0.012864942)","(0.975078, 0.004259505)","(0.97503215, 0.004306549)","(409.4, 0.0)","(0.09242503, 0.10146341)","(0.054939203, 0.07790011)","(0.8739339, 0.1589857)","(0.8804914, 0.13811545)","(0.9345487, 0.111753255)","(0.93427074, 0.11256393)","(441.3, 5.4)","(0.06467369, 0.026433315)","(0.0333148, 0.015799765)","(0.87269497, 0.16379586)","(0.8784895, 0.14383817)","(0.94185704, 0.0876276)","(0.94094324, 0.090231985)","(391.5, 2.2)","(0.12495115, 0.21679953)","(0.061276533, 0.10462328)","(0.8473342, 0.27745977)","(0.8573985, 0.24503835)","(0.9104775, 0.19467968)","(0.9140134, 0.1832596)","(412.7, 35.1)","(0.06189105, 0.015818529)","(0.03586858, 0.010454221)","(0.9247476, 0.021557689)","(0.96470726, 0.009116346)","(0.9755623, 0.005660185)","(0.9587248, 0.009291995)","(261.8, 265.5)","(0.09537769, 0.114778265)","(0.08234223, 0.14149052)","(0.88240135, 0.15435635)","(0.9406397, 0.091410115)","(0.93892974, 0.11568571)","(0.91852176, 0.11839917)","(277.6, 278.8)","(0.07247643, 0.05405191)","(0.043922625, 0.029600386)","(0.87270033, 0.17216285)","(0.93604165, 0.102870956)","(0.9490124, 0.08113648)","(0.93101186, 0.078577854)","(253.4, 251.5)","(0.12900789, 0.2118373)","(0.07475763, 0.11306913)","(0.8489784, 0.27920374)","(0.8928486, 0.258032)","(0.9141506, 0.19525279)","(0.89951915, 0.17790808)","(278.3, 282.6)"
sat_dominating_40_455_67764.cnf,0.6973017065548802,0.820467770107728,0.24166449878598678,0.42785141456894615,0.5260264756944444,0.5132431788848525,"(110, 850)","(0.08945319, 0.01862403)","(0.044726595, 0.009312015)","(0.8686474, 0.018367628)","(0.86959, 0.01727367)","(0.9404527, 0.0067683016)","(0.94058764, 0.007218438)","(511.1, 0.0)","(0.11088568, 0.07586816)","(0.055855732, 0.03918604)","(0.833597, 0.12340144)","(0.8341425, 0.12211894)","(0.9185007, 0.07848604)","(0.9184903, 0.079134025)","(541.7, 0.2)","(0.08082577, 0.0420793)","(0.042970963, 0.028514555)","(0.8139049, 0.19426219)","(0.8248838, 0.1644919)","(0.91350365, 0.09917917)","(0.9138074, 0.09931481)","(485.6, 5.7)","(0.14688395, 0.20103142)","(0.07173749, 0.09515246)","(0.80405265, 0.26488504)","(0.81481326, 0.23247726)","(0.8969164, 0.16623805)","(0.8992936, 0.15983753)","(499.5, 39.0)","(0.095595844, 0.029826745)","(0.054917164, 0.018491475)","(0.8745464, 0.025532328)","(0.92227924, 0.015616907)","(0.9467333, 0.009134605)","(0.8141798, 0.013695865)","(98.9, 475.3)","(0.09634449, 0.08131377)","(0.061473448, 0.07045334)","(0.84505814, 0.14644632)","(0.8955269, 0.12747295)","(0.9224556, 0.09786517)","(0.78426164, 0.09688978)","(100.0, 500.3)","(0.11713238, 0.04749031)","(0.067872964, 0.023387413)","(0.8080953, 0.18332478)","(0.87271607, 0.15608895)","(0.9128499, 0.09644103)","(0.79278946, 0.054678462)","(98.2, 458.4)","(0.15265211, 0.20405433)","(0.10791997, 0.18341753)","(0.80419225, 0.26432797)","(0.8456829, 0.25150606)","(0.8954004, 0.17349628)","(0.7735168, 0.12616675)","(99.4, 501.4)"
sat_tseitin_30_464_89685.cnf,0.5344033744033744,0.5072100449168697,0.24929789169732214,0.2504301649460069,0.5072572541907657,0.4732269141502839,"(1616, 1616)","(0.14245078, 0.00432917)","(0.08221522, 0.004347151)","(0.26348287, 0.004300183)","(0.26873773, 0.0053182384)","(0.5868043, 0.0029254497)","(0.5852373, 0.0027602229)","(2440.6, 19.5)","(0.16291943, 0.07378997)","(0.10598733, 0.073214784)","(0.24620155, 0.05206689)","(0.25932246, 0.028967422)","(0.55634195, 0.09484452)","(0.5579403, 0.09148018)","(2408.2, 121.1)","(0.22572808, 0.26399624)","(0.14090386, 0.17651029)","(0.23273416, 0.08196246)","(0.24603435, 0.0633861)","(0.56626713, 0.056110922)","(0.57057625, 0.047564346)","(2299.7, 129.0)","(0.22493307, 0.2723421)","(0.17089832, 0.28323683)","(0.23103182, 0.081428386)","(0.24031818, 0.08377028)","(0.5424072, 0.14287801)","(0.5453629, 0.12814051)","(2330.3, 214.4)","(0.14051384, 0.004880218)","(0.17956358, 0.005494857)","(0.26119104, 0.00859747)","(0.42840928, 0.008187976)","(0.6115812, 0.0043814867)","(0.6135408, 0.00448237)","(1321.7, 1315.7)","(0.16208254, 0.07440802)","(0.19307294, 0.02743164)","(0.24461544, 0.051324528)","(0.41172338, 0.08157771)","(0.58140564, 0.10249222)","(0.58532935, 0.09882143)","(1344.0, 1345.4)","(0.22388229, 0.2680425)","(0.22497332, 0.14326401)","(0.23682904, 0.08348701)","(0.39647168, 0.11225333)","(0.5904425, 0.06530225)","(0.59633267, 0.056592952)","(1305.6, 1294.5)","(0.2246351, 0.2725037)","(0.26582727, 0.25138554)","(0.23103762, 0.08134611)","(0.3865243, 0.13557638)","(0.56247365, 0.1493686)","(0.56971884, 0.1383095)","(1348.2, 1352.7)"
sat_3clique_24_207_36782.cnf,0.8090681781643722,0.9045340890821859,0.0980392156862745,0.4699074074074074,0.4413473079561042,0.45314678538552217,"(24, 408)","(0.02234785, 0.014722256)","(0.011173925, 0.007361128)","(0.9364134, 0.015121784)","(0.9364134, 0.015121784)","(0.9895471, 0.0013027819)","(0.9895471, 0.0013027819)","(251.7, 0.0)","(0.057463102, 0.14417294)","(0.028731551, 0.07208647)","(0.917453, 0.06678218)","(0.9174763, 0.06670946)","(0.97396535, 0.046671584)","(0.97335875, 0.048587553)","(271.9, 0.0)","(0.013619361, 0.016031802)","(0.0068096807, 0.008015901)","(0.88507193, 0.14440478)","(0.893371, 0.11836298)","(0.9607409, 0.084174946)","(0.96220744, 0.079538606)","(238.8, 1.2)","(0.09569405, 0.24608357)","(0.049394645, 0.12793179)","(0.85328466, 0.27764592)","(0.8651438, 0.24015285)","(0.9319377, 0.1822529)","(0.93606246, 0.16920933)","(248.5, 19.9)","(0.010005242, 0.009431065)","(0.005002621, 0.0047155325)","(0.9350643, 0.017731333)","(0.93698454, 0.01822211)","(0.9896101, 0.0017989732)","(0.8548331, 0.009769483)","(23.1, 240.6)","(0.071193196, 0.14079626)","(0.039972495, 0.083454244)","(0.9182374, 0.08790123)","(0.92462665, 0.073994964)","(0.97042626, 0.06061145)","(0.80836886, 0.0948195)","(23.3, 264.5)","(0.03654506, 0.027352426)","(0.016144263, 0.007734934)","(0.88753206, 0.13940986)","(0.8991626, 0.119253084)","(0.9675123, 0.0638307)","(0.82966137, 0.027730282)","(23.1, 231.1)","(0.09019576, 0.24755557)","(0.06324431, 0.18059146)","(0.85463667, 0.28500497)","(0.8640617, 0.25917098)","(0.92969596, 0.18824007)","(0.7971902, 0.14248417)","(23.2, 263.0)"
unsat_tiling_10_113_22468.cnf,0.9444444444444444,0.9444444444444444,0.0,0.5,0.3537236951053758,0.4710163330740782,"(45, 208)","(0.009461853, 0.013481168)","(0.0047309264, 0.006740584)","(0.86802864, 0.041419093)","(0.86802864, 0.041419093)","(0.99137324, 0.00066032587)","(0.99137324, 0.00066032587)","(172.2, 0.0)","(0.052801173, 0.14379871)","(0.02661426, 0.072572894)","(0.8566755, 0.040398117)","(0.85713845, 0.03974081)","(0.97874296, 0.03754853)","(0.9783524, 0.038783006)","(180.4, 0.2)","(0.005230331, 0.008519078)","(0.0026151654, 0.004259539)","(0.8275558, 0.16306826)","(0.8380496, 0.13050316)","(0.96052897, 0.097280696)","(0.96048814, 0.09740975)","(159.1, 0.8)","(0.11141559, 0.3124679)","(0.07888605, 0.22948991)","(0.77736366, 0.27715692)","(0.78254044, 0.26103863)","(0.9221877, 0.2158319)","(0.93106824, 0.18774976)","(163.9, 14.3)","(0.0037160604, 0.007835317)","(0.0018580302, 0.0039176587)","(0.89572126, 0.029876174)","(0.8996714, 0.031475335)","(0.9907077, 0.0008491845)","(0.92805254, 0.015061098)","(40.9, 153.2)","(0.054912467, 0.15998025)","(0.032112073, 0.09469678)","(0.87462026, 0.048235208)","(0.8862772, 0.025062798)","(0.9771985, 0.043260243)","(0.90886325, 0.07570555)","(42.0, 157.8)","(0.005769702, 0.013021622)","(0.002884851, 0.006510811)","(0.793637, 0.18570903)","(0.7951103, 0.18674198)","(0.9587755, 0.10224462)","(0.9091913, 0.089561015)","(39.0, 139.4)","(0.10193548, 0.31560633)","(0.078343965, 0.244364)","(0.7919451, 0.28182447)","(0.802372, 0.2558964)","(0.9205888, 0.22202541)","(0.87038815, 0.19027616)","(42.5, 156.0)"
unsat_subsetcard_42_299_37751.cnf,0.4717961932247644,1.0,0.4072705309064106,0.915378473004238,0.6198133978242646,0.7602571063862216,"(960, 336)","(0.13369915, 0.02702485)","(0.066849574, 0.013512425)","(0.73076576, 0.013668664)","(0.72967017, 0.015130878)","(0.8735703, 0.008036319)","(0.8728817, 0.008025795)","(706.1, 0.0)","(0.14963429, 0.05780031)","(0.09732585, 0.09934183)","(0.68654275, 0.15048361)","(0.69901454, 0.115322225)","(0.8300311, 0.12803178)","(0.8297354, 0.1302682)","(757.3, 23.0)","(0.14229956, 0.066923276)","(0.08624369, 0.080352135)","(0.6820312, 0.16664553)","(0.6958321, 0.124998815)","(0.84463847, 0.09276226)","(0.8465251, 0.08582717)","(687.1, 11.3)","(0.20909949, 0.2643433)","(0.114796974, 0.16448379)","(0.64678895, 0.22754964)","(0.6555696, 0.20317069)","(0.8084256, 0.19084625)","(0.8124776, 0.18041053)","(697.5, 70.2)","(0.1349105, 0.015783632)","(0.102305904, 0.012397679)","(0.72597104, 0.024247257)","(0.88487005, 0.016493138)","(0.88299894, 0.009547528)","(0.86850566, 0.0082365)","(588.7, 267.8)","(0.15166946, 0.064577214)","(0.1322227, 0.105900146)","(0.691376, 0.15561955)","(0.8388958, 0.15752864)","(0.84590036, 0.13257334)","(0.8309291, 0.12980954)","(617.0, 271.0)","(0.15965155, 0.06179902)","(0.11523335, 0.034096573)","(0.6867412, 0.17501043)","(0.84236336, 0.17342834)","(0.85831964, 0.098245196)","(0.8467577, 0.087025985)","(557.5, 257.1)","(0.20592768, 0.262851)","(0.15229914, 0.17687342)","(0.65145725, 0.22762507)","(0.7977245, 0.2531061)","(0.8203189, 0.19684309)","(0.81239206, 0.18256128)","(631.1, 275.7)"
